IP_LOC,Method_LOC,File_LOC,Var_Type,Var_Property,Var_Init,Def_C_IP,Def_C_Other,Def_C_If,Def_C_For,Def_C_While,Def_V_IP,Def_V_Other,Def_V_If,Def_V_For,Def_V_While,Def_Lib_IP,Def_Lib_Other,Def_Lib_If,Def_Lib_For,Def_Lib_While,Def_User_IP,Def_User_Other,Def_User_If,Def_User_For,Def_User_While,Use_V_IP,Use_V_Other,Use_V_If,Use_V_For,Use_V_While,Use_Lib_IP,Use_Lib_Other,Use_Lib_If,Use_Lib_For,Use_Lib_While,Use_User_IP,Use_User_Other,Use_User_If,Use_User_For,Use_User_While,Use_If_IP,Use_If_Other,Use_For_IP,Use_For_Other,Use_While_IP,Use_While_Other,Defect
16,41,1699,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,TRUE
53,224,1699,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,9,8,0,0,0,13,0,0,0,0,TRUE
102,143,672,0,1,0,2,8,3,0,9,3,10,1,0,7,0,0,0,0,0,0,0,0,0,0,1,15,2,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,TRUE
103,143,672,0,1,0,4,8,3,0,11,5,10,1,0,9,0,0,0,0,0,0,0,0,0,0,2,16,2,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,TRUE
103,143,672,0,1,0,4,8,3,0,11,5,10,1,0,9,0,0,0,0,0,0,0,0,0,0,2,16,2,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,TRUE
107,143,672,0,1,0,2,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,TRUE
15,226,2625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TRUE
41,226,2625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,TRUE
1,226,2625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
1,226,2625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
1,226,2625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
1,226,2625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
1,226,2625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
4,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,FALSE
5,56,2625,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,TRUE
1,56,2625,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,TRUE
1,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,TRUE
8,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,TRUE
8,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,TRUE
1,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,1,0,2,0,0,TRUE
21,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,2,3,2,0,0,2,0,2,0,0,TRUE
22,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,1,0,2,0,0,TRUE
22,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,2,4,2,0,0,2,0,2,0,0,TRUE
28,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,4,6,3,0,0,3,0,2,0,0,TRUE
29,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,7,0,0,0,2,0,2,0,0,TRUE
29,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,4,7,3,0,0,4,0,2,0,0,TRUE
35,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7,6,9,4,0,0,4,0,2,0,0,TRUE
36,56,2625,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6,10,0,0,0,3,0,2,0,0,TRUE
36,56,2625,1,1,1,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8,6,10,4,0,0,4,0,2,0,0,TRUE
13,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,TRUE
17,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
43,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
57,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
60,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,3,0,0,0,0,TRUE
75,145,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
6,78,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,TRUE
10,78,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
23,78,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
35,78,2625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,TRUE
1,22,1363,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
1,99,1363,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
1,117,1363,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,TRUE
1,117,1363,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
11,333,1363,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
1,53,1460,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE
75,177,1460,0,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,1,0,1,0,0,0,4,2,0,0,1,12,0,0,0,0,TRUE
89,177,1460,0,1,0,0,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0,0,2,0,1,0,0,0,4,2,0,0,1,18,0,0,0,0,TRUE
106,177,1460,0,1,0,0,2,1,0,0,0,5,1,0,0,0,0,0,0,0,1,2,1,0,0,0,5,1,0,0,1,9,2,0,0,0,5,2,0,0,0,22,0,0,0,0,TRUE
144,177,1460,0,1,0,0,2,1,0,0,0,5,1,0,0,0,0,0,0,0,1,2,1,0,0,0,5,1,0,0,1,9,2,0,0,0,5,2,0,0,0,25,0,0,0,0,TRUE
1,171,1460,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,TRUE
1,119,1460,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
4,90,1460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,TRUE
27,79,1460,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
27,79,1460,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
39,79,1460,0,1,0,3,0,2,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,TRUE
39,79,1460,0,1,0,3,0,2,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,TRUE
47,79,1460,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,TRUE
40,79,1460,0,1,0,3,0,2,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,TRUE
44,79,1460,0,1,0,5,0,4,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,4,4,0,0,1,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,TRUE
51,79,1460,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,TRUE
45,79,1460,0,1,0,5,0,4,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,TRUE
61,79,1460,0,1,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,TRUE
8,48,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
10,48,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,FALSE
20,48,1560,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
21,48,1560,1,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
42,49,1560,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,2,2,0,0,0,0,TRUE
43,49,1560,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,2,2,0,0,0,0,TRUE
94,287,1560,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,3,0,1,0,5,0,0,0,4,TRUE
94,287,1560,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,3,0,1,0,5,0,0,0,4,TRUE
177,287,1560,1,1,0,0,0,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,2,3,5,0,1,3,9,0,0,2,2,TRUE
1,287,1560,1,1,0,0,0,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,3,3,6,0,2,3,9,0,0,2,2,TRUE
182,287,1560,1,1,0,0,0,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,5,9,0,4,3,9,0,0,2,2,TRUE
1,294,1560,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE
1,294,1560,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
1,294,1560,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
242,294,1560,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,3,2,4,0,3,8,12,0,0,0,1,TRUE
1,105,1560,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE
4,33,1560,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,1,FALSE
5,33,1560,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,2,1,3,0,3,0,2,0,0,0,1,FALSE
8,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,FALSE
12,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,4,0,4,3,1,0,0,0,0,FALSE
11,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,FALSE
14,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,5,0,5,4,1,0,0,0,0,FALSE
15,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5,0,5,0,5,4,1,0,0,0,0,FALSE
17,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5,0,5,0,5,4,1,0,0,0,0,FALSE
19,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,FALSE
21,59,1560,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,FALSE
31,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,FALSE
34,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,3,2,0,0,0,0,FALSE
37,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,5,0,5,4,2,0,0,0,0,FALSE
38,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5,0,5,0,5,4,2,0,0,0,0,FALSE
40,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5,0,5,0,5,4,2,0,0,0,0,FALSE
42,59,1560,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,FALSE
44,59,1560,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,FALSE
15,48,1560,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,2,0,0,2,3,0,0,0,0,FALSE
256,423,1603,1,1,0,1,11,2,5,0,0,7,6,6,0,0,7,6,6,1,0,0,0,0,0,0,7,6,6,0,0,6,6,4,2,0,0,0,0,0,1,15,0,3,0,1,FALSE
262,423,1603,1,1,0,1,11,2,5,0,0,7,6,6,0,0,7,6,6,1,0,0,0,0,0,0,7,6,6,0,0,6,6,4,2,0,0,0,0,0,2,14,0,3,0,1,FALSE
6,100,1603,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE
6,100,1603,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,TRUE
14,100,1603,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,FALSE
16,100,1603,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,TRUE
18,100,1603,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,TRUE
31,100,1603,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,TRUE
56,100,1603,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,4,1,0,0,5,0,0,0,0,0,4,3,0,0,2,0,TRUE
81,100,1603,1,1,4,1,2,1,2,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,1,3,3,3,4,1,0,0,5,0,0,0,0,0,4,5,0,2,2,0,TRUE
89,100,1603,1,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,4,1,0,0,5,0,0,0,0,0,4,4,0,0,2,0,TRUE
21,41,51,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,TRUE
78,117,1216,0,1,0,1,5,1,0,1,2,1,2,0,3,0,1,0,0,1,0,0,0,0,0,0,4,2,0,4,0,1,0,0,1,0,1,1,0,1,0,11,0,0,0,1,TRUE
103,117,1216,0,1,0,2,6,1,0,2,2,2,2,0,4,0,1,0,0,1,0,0,0,0,0,0,6,2,0,5,0,1,0,0,1,0,1,1,0,1,0,14,0,0,0,1,TRUE
8,226,584,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,TRUE
31,100,133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,3,0,1,0,6,5,0,0,0,1,0,0,0,0,8,0,0,0,0,TRUE
31,100,133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,3,0,1,0,6,5,0,0,0,1,0,0,0,0,8,0,0,0,0,TRUE
32,100,133,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,3,0,1,0,6,5,0,0,0,1,0,0,0,0,8,0,0,0,0,TRUE
74,100,133,0,1,0,1,0,0,0,1,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,6,3,0,2,0,8,7,0,0,0,5,4,0,0,0,12,0,0,0,0,TRUE
198,200,398,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,4,0,0,1,3,1,0,1,0,0,0,0,0,2,4,6,0,0,0,7,1,0,1,1,37,0,0,0,1,TRUE
31,59,169,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
44,59,169,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
47,59,169,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
12,80,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
1,80,121,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
19,80,121,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRUE
20,80,121,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,TRUE
1,80,121,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
13,51,63,0,1,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,TRUE
13,51,63,0,1,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,TRUE
18,51,63,0,1,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,TRUE
20,51,63,0,1,3,2,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,TRUE
39,51,63,0,1,3,3,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,2,0,0,0,1,0,0,0,3,2,1,0,0,0,TRUE
5,121,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,TRUE
6,121,162,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,TRUE
8,121,162,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,TRUE
5,29,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
24,29,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
110,81,234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,0,1,2,0,0,0,2,0,3,0,0,0,2,TRUE
21,60,295,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,FALSE
